0.000000,0.400000,0.400000
0.010000,0.401584,0.404816
0.020000,0.403136,0.409663
0.030000,0.404656,0.414542
0.040000,0.406143,0.419453
0.050000,0.407597,0.424394
0.060000,0.409019,0.429366
0.070000,0.410408,0.434369
0.080000,0.411764,0.439402
0.090000,0.413088,0.444465
0.100000,0.414378,0.449557
0.110000,0.415635,0.454679
0.120000,0.416859,0.459829
0.130000,0.418050,0.465009
0.140000,0.419207,0.470217
0.150000,0.420332,0.475453
0.160000,0.421423,0.480716
0.170000,0.422481,0.486008
0.180000,0.423507,0.491326
0.190000,0.424499,0.496671
0.200000,0.425458,0.502042
0.210000,0.426385,0.507439
0.220000,0.427279,0.512862
0.230000,0.428140,0.518310
0.240000,0.428968,0.523783
0.250000,0.429764,0.529280
0.260000,0.430528,0.534802
0.270000,0.431259,0.540347
0.280000,0.431959,0.545915
0.290000,0.432627,0.551506
0.300000,0.433263,0.557120
0.310000,0.433867,0.562755
0.320000,0.434440,0.568412
0.330000,0.434982,0.574091
0.340000,0.435493,0.579790
0.350000,0.435973,0.585509
0.360000,0.436422,0.591248
0.370000,0.436841,0.597006
0.380000,0.437231,0.602784
0.390000,0.437590,0.608579
0.400000,0.437919,0.614393
0.410000,0.438219,0.620224
0.420000,0.438490,0.626072
0.430000,0.438732,0.631937
0.440000,0.438946,0.637817
0.450000,0.439131,0.643714
0.460000,0.439288,0.649625
0.470000,0.439417,0.655551
0.480000,0.439518,0.661490
0.490000,0.439593,0.667444
0.500000,0.439640,0.673410
0.510000,0.439660,0.679389
0.520000,0.439655,0.685380
0.530000,0.439623,0.691382
0.540000,0.439565,0.697396
0.550000,0.439482,0.703420
0.560000,0.439373,0.709454
0.570000,0.439240,0.715497
0.580000,0.439082,0.721549
0.590000,0.438899,0.727610
0.600000,0.438693,0.733678
0.610000,0.438463,0.739754
0.620000,0.438210,0.745836
0.630000,0.437933,0.751925
0.640000,0.437634,0.758019
0.650000,0.437313,0.764119
0.660000,0.436970,0.770223
0.670000,0.436604,0.776331
0.680000,0.436218,0.782443
0.690000,0.435810,0.788558
0.700000,0.435381,0.794676
0.710000,0.434932,0.800795
0.720000,0.434463,0.806916
0.730000,0.433974,0.813038
0.740000,0.433466,0.819160
0.750000,0.432938,0.825282
0.760000,0.432391,0.831403
0.770000,0.431826,0.837523
0.780000,0.431243,0.843642
0.790000,0.430642,0.849758
0.800000,0.430023,0.855871
0.810000,0.429387,0.861982
0.820000,0.428734,0.868088
0.830000,0.428064,0.874190
0.840000,0.427378,0.880287
0.850000,0.426676,0.886379
0.860000,0.425958,0.892465
0.870000,0.425225,0.898544
0.880000,0.424477,0.904617
0.890000,0.423714,0.910682
0.900000,0.422936,0.916740
0.910000,0.422145,0.922789
0.920000,0.421339,0.928830
0.930000,0.420520,0.934861
0.940000,0.419687,0.940882
0.950000,0.418842,0.946893
0.960000,0.417984,0.952894
0.970000,0.417113,0.958883
0.980000,0.416230,0.964861
0.990000,0.415335,0.970826
1.000000,0.414429,0.976779
1.010000,0.413512,0.982719
1.020000,0.412583,0.988646
1.030000,0.411644,0.994559
1.040000,0.410694,1.000457
1.050000,0.409734,1.006341
1.060000,0.408764,1.012210
1.070000,0.407784,1.018063
1.080000,0.406795,1.023900
1.090000,0.405797,1.029721
1.100000,0.404790,1.035526
1.110000,0.403774,1.041313
1.120000,0.402750,1.047082
1.130000,0.401717,1.052834
1.140000,0.400677,1.058568
1.150000,0.399629,1.064283
1.160000,0.398574,1.069979
1.170000,0.397511,1.075656
1.180000,0.396442,1.081313
1.190000,0.395366,1.086950
1.200000,0.394283,1.092567
1.210000,0.393194,1.098163
1.220000,0.392099,1.103738
1.230000,0.390998,1.109292
1.240000,0.389892,1.114825
1.250000,0.388780,1.120336
1.260000,0.387663,1.125824
1.270000,0.386541,1.131290
1.280000,0.385414,1.136734
1.290000,0.384282,1.142154
1.300000,0.383147,1.147552
1.310000,0.382007,1.152925
1.320000,0.380863,1.158276
1.330000,0.379715,1.163602
1.340000,0.378564,1.168904
1.350000,0.377409,1.174181
1.360000,0.376251,1.179434
1.370000,0.375090,1.184662
1.380000,0.373926,1.189865
1.390000,0.372759,1.195043
1.400000,0.371590,1.200195
1.410000,0.370419,1.205322
1.420000,0.369245,1.210423
1.430000,0.368069,1.215498
1.440000,0.366891,1.220547
1.450000,0.365712,1.225569
1.460000,0.364531,1.230565
1.470000,0.363349,1.235534
1.480000,0.362165,1.240477
1.490000,0.360981,1.245393
1.500000,0.359795,1.250282
1.510000,0.358608,1.255143
1.520000,0.357421,1.259978
1.530000,0.356233,1.264785
1.540000,0.355045,1.269565
1.550000,0.353857,1.274317
1.560000,0.352668,1.279042
1.570000,0.351480,1.283738
1.580000,0.350291,1.288407
1.590000,0.349103,1.293049
1.600000,0.347915,1.297662
1.610000,0.346727,1.302247
1.620000,0.345540,1.306805
1.630000,0.344354,1.311334
1.640000,0.343168,1.315835
1.650000,0.341984,1.320308
1.660000,0.340800,1.324753
1.670000,0.339617,1.329170
1.680000,0.338436,1.333558
1.690000,0.337256,1.337918
1.700000,0.336077,1.342250
1.710000,0.334900,1.346554
1.720000,0.333725,1.350829
1.730000,0.332551,1.355076
1.740000,0.331379,1.359295
1.750000,0.330208,1.363486
1.760000,0.329040,1.367648
1.770000,0.327874,1.371783
1.780000,0.326710,1.375889
1.790000,0.325548,1.379967
1.800000,0.324388,1.384017
1.810000,0.323230,1.388039
1.820000,0.322075,1.392032
1.830000,0.320923,1.395998
1.840000,0.319772,1.399936
1.850000,0.318625,1.403846
1.860000,0.317480,1.407729
1.870000,0.316338,1.411583
1.880000,0.315199,1.415410
1.890000,0.314062,1.419210
1.900000,0.312929,1.422981
1.910000,0.311798,1.426726
1.920000,0.310670,1.430443
1.930000,0.309546,1.434133
1.940000,0.308425,1.437795
1.950000,0.307306,1.441431
1.960000,0.306191,1.445039
1.970000,0.305080,1.448621
1.980000,0.303971,1.452175
1.990000,0.302866,1.455703
2.000000,0.301765,1.459205
2.010000,0.300666,1.462679
2.020000,0.299572,1.466128
2.030000,0.298480,1.469550
2.040000,0.297393,1.472946
2.050000,0.296309,1.476316
2.060000,0.295228,1.479660
2.070000,0.294151,1.482978
2.080000,0.293078,1.486270
2.090000,0.292009,1.489537
2.100000,0.290943,1.492779
2.110000,0.289881,1.495995
2.120000,0.288823,1.499185
2.130000,0.287769,1.502351
2.140000,0.286719,1.505492
2.150000,0.285672,1.508608
2.160000,0.284630,1.511699
2.170000,0.283591,1.514766
2.180000,0.282557,1.517808
2.190000,0.281526,1.520826
2.200000,0.280499,1.523820
2.210000,0.279476,1.526790
2.220000,0.278458,1.529737
2.230000,0.277443,1.532659
2.240000,0.276432,1.535558
2.250000,0.275426,1.538433
2.260000,0.274423,1.541285
2.270000,0.273425,1.544114
2.280000,0.272431,1.546920
2.290000,0.271440,1.549704
2.300000,0.270454,1.552464
2.310000,0.269472,1.555202
2.320000,0.268495,1.557918
2.330000,0.267521,1.560611
2.340000,0.266551,1.563282
2.350000,0.265586,1.565932
2.360000,0.264625,1.568559
2.370000,0.263668,1.571165
2.380000,0.262715,1.573750
2.390000,0.261766,1.576313
2.400000,0.260822,1.578855
2.410000,0.259881,1.581376
2.420000,0.258945,1.583876
2.430000,0.258013,1.586355
2.440000,0.257086,1.588814
2.450000,0.256162,1.591252
2.460000,0.255242,1.593670
2.470000,0.254327,1.596068
2.480000,0.253416,1.598446
2.490000,0.252509,1.600804
2.500000,0.251606,1.603142
2.510000,0.250708,1.605461
2.520000,0.249813,1.607761
2.530000,0.248923,1.610041
2.540000,0.248037,1.612303
2.550000,0.247155,1.614545
2.560000,0.246277,1.616769
2.570000,0.245403,1.618974
2.580000,0.244534,1.621160
2.590000,0.243668,1.623329
2.600000,0.242807,1.625479
2.610000,0.241950,1.627611
2.620000,0.241097,1.629725
2.630000,0.240247,1.631822
2.640000,0.239402,1.633900
2.650000,0.238562,1.635962
2.660000,0.237725,1.638006
2.670000,0.236892,1.640033
2.680000,0.236063,1.642043
2.690000,0.235238,1.644037
2.700000,0.234417,1.646013
2.710000,0.233601,1.647973
2.720000,0.232788,1.649917
2.730000,0.231979,1.651844
2.740000,0.231174,1.653755
2.750000,0.230373,1.655650
2.760000,0.229577,1.657529
2.770000,0.228784,1.659393
2.780000,0.227995,1.661241
2.790000,0.227209,1.663073
2.800000,0.226428,1.664890
2.810000,0.225651,1.666692
2.820000,0.224877,1.668479
2.830000,0.224107,1.670251
2.840000,0.223342,1.672008
2.850000,0.222580,1.673751
2.860000,0.221821,1.675479
2.870000,0.221067,1.677192
2.880000,0.220316,1.678892
2.890000,0.219570,1.680577
2.900000,0.218826,1.682248
2.910000,0.218087,1.683905
2.920000,0.217351,1.685549
2.930000,0.216619,1.687179
2.940000,0.215891,1.688795
2.950000,0.215167,1.690398
2.960000,0.214446,1.691988
2.970000,0.213728,1.693565
2.980000,0.213015,1.695128
2.990000,0.212305,1.696679
3.000000,0.211598,1.698217
3.010000,0.210895,1.699742
3.020000,0.210196,1.701255
3.030000,0.209500,1.702755
3.040000,0.208808,1.704243
3.050000,0.208119,1.705719
3.060000,0.207434,1.707183
3.070000,0.206752,1.708635
3.080000,0.206074,1.710075
3.090000,0.205399,1.711503
3.100000,0.204728,1.712919
3.110000,0.204060,1.714324
3.120000,0.203395,1.715718
3.130000,0.202734,1.717100
3.140000,0.202076,1.718471
3.150000,0.201422,1.719831
3.160000,0.200771,1.721180
3.170000,0.200123,1.722518
3.180000,0.199478,1.723845
3.190000,0.198837,1.725161
3.200000,0.198199,1.726467
3.210000,0.197564,1.727763
3.220000,0.196933,1.729048
3.230000,0.196304,1.730323
3.240000,0.195679,1.731587
3.250000,0.195057,1.732842
3.260000,0.194439,1.734086
3.270000,0.193823,1.735321
3.280000,0.193211,1.736545
3.290000,0.192601,1.737760
3.300000,0.191995,1.738966
3.310000,0.191392,1.740162
3.320000,0.190792,1.741348
3.330000,0.190195,1.742525
3.340000,0.189601,1.743693
3.350000,0.189010,1.744852
3.360000,0.188422,1.746001
3.370000,0.187837,1.747142
3.380000,0.187255,1.748273
3.390000,0.186675,1.749396
3.400000,0.186099,1.750510
3.410000,0.185526,1.751615
3.420000,0.184956,1.752712
3.430000,0.184388,1.753801
3.440000,0.183824,1.754880
3.450000,0.183262,1.755952
3.460000,0.182703,1.757015
3.470000,0.182147,1.758070
3.480000,0.181594,1.759117
3.490000,0.181043,1.760156
3.500000,0.180495,1.761188
3.510000,0.179951,1.762211
3.520000,0.179408,1.763226
3.530000,0.178869,1.764234
3.540000,0.178332,1.765234
3.550000,0.177798,1.766226
3.560000,0.177267,1.767211
3.570000,0.176738,1.768189
3.580000,0.176212,1.769159
3.590000,0.175688,1.770122
3.600000,0.175168,1.771077
3.610000,0.174649,1.772026
3.620000,0.174134,1.772967
3.630000,0.173621,1.773902
3.640000,0.173110,1.774829
3.650000,0.172602,1.775750
3.660000,0.172097,1.776664
3.670000,0.171594,1.777571
3.680000,0.171093,1.778471
3.690000,0.170595,1.779365
3.700000,0.170100,1.780252
3.710000,0.169607,1.781133
3.720000,0.169116,1.782007
3.730000,0.168628,1.782875
3.740000,0.168142,1.783736
3.750000,0.167659,1.784591
3.760000,0.167178,1.785440
