0.000000,100.000000,40.000000,30.000000
0.010000,98.187656,40.101741,30.007309
0.020000,96.265037,42.392149,30.015211
0.030000,94.299514,36.232125,30.023455
0.040000,92.482556,46.406132,30.031229
0.050000,90.355497,50.929763,30.040526
0.060000,88.163640,50.182123,30.050337
0.070000,85.871114,53.033736,30.060862
0.080000,83.727034,50.532860,30.070963
0.090000,81.605200,44.717010,30.081217
0.100000,79.761721,49.868949,30.090347
0.110000,77.773144,53.720795,30.100433
0.120000,75.569063,55.015127,30.111916
0.130000,73.567158,50.214937,30.122641
0.140000,71.565871,62.394246,30.133658
0.150000,69.125738,77.497523,30.147510
0.160000,66.454989,80.736077,30.163240
0.170000,63.756921,89.975406,30.179785
0.180000,60.919819,88.820407,30.197951
0.190000,58.118368,101.900110,30.216737
0.200000,55.105754,106.076145,30.237972
0.210000,52.278364,100.688998,30.258985
0.220000,49.565156,111.502688,30.280246
0.230000,46.807319,117.436962,30.303080
0.240000,44.086607,121.654079,30.326962
0.250000,41.538600,118.420761,30.350704
0.260000,39.173602,117.980942,30.374084
0.270000,36.843551,129.952759,30.398538
0.280000,34.510245,133.868647,30.424622
0.290000,32.119413,145.432346,30.453237
0.300000,29.772698,150.432260,30.483470
0.310000,27.577753,153.243234,30.513986
0.320000,25.520563,146.769530,30.544876
0.330000,23.614396,162.261531,30.575807
0.340000,21.850479,151.396068,30.606740
0.350000,20.205755,160.544354,30.637920
0.360000,18.613460,164.885574,30.670618
0.370000,17.136433,174.554128,30.703553
0.380000,15.655970,183.469369,30.739532
0.390000,14.251370,186.657554,30.776956
0.400000,12.962660,191.959917,30.814689
0.410000,11.780409,189.229220,30.852760
0.420000,10.720279,187.620832,30.890303
0.430000,9.733074,205.289452,30.928760
0.440000,8.802995,201.128904,30.968734
0.450000,7.957121,197.800414,31.008940
0.460000,7.227141,187.280846,31.047245
0.470000,6.571029,193.350091,31.085134
0.480000,5.984172,181.324368,31.122380
0.490000,5.473228,176.762663,31.157921
0.500000,5.006287,174.395314,31.193432
0.510000,4.585167,176.331897,31.228425
0.520000,4.192684,179.199482,31.264060
0.530000,3.824203,185.141262,31.300688
0.540000,3.478706,190.018496,31.338385
0.550000,3.166321,185.787856,31.375844
0.560000,2.887240,182.882858,31.412582
0.570000,2.635267,183.383540,31.448942
0.580000,2.405243,179.704669,31.485310
0.590000,2.195527,181.799903,31.521635
0.600000,2.003019,179.394156,31.558174
0.610000,1.827639,186.197136,31.594658
0.620000,1.663120,186.457270,31.632213
0.630000,1.516873,183.606292,31.668862
0.640000,1.381218,185.944112,31.706161
0.650000,1.257819,179.688652,31.743421
0.660000,1.147892,178.366902,31.779835
0.670000,1.049077,177.465381,31.815680
0.680000,0.958729,181.246843,31.851541
0.690000,0.874939,184.199914,31.887956
0.700000,0.798484,182.845520,31.924365
0.710000,0.729106,178.455099,31.960559
0.720000,0.667654,171.493328,31.995623
0.730000,0.612609,167.658236,32.029893
0.740000,0.563737,164.730983,32.063011
0.750000,0.519415,158.998865,32.095631
0.760000,0.479862,156.344417,32.127187
0.770000,0.443638,158.140961,32.158460
0.780000,0.408650,169.752406,32.191186
0.790000,0.373439,182.397710,32.227066
0.800000,0.340941,180.292611,32.263318
0.810000,0.310901,186.084984,32.300042
0.820000,0.282698,192.977942,32.337900
0.830000,0.256636,191.821304,32.376402
0.840000,0.233198,185.697181,32.414528
0.850000,0.212347,189.425798,32.451819
0.860000,0.192780,200.041805,32.490301
0.870000,0.174049,199.912532,32.530978
0.880000,0.157721,201.951653,32.570189
0.890000,0.141743,219.090768,32.612685
0.900000,0.127100,214.082191,32.656064
0.910000,0.114518,199.418413,32.697545
0.920000,0.103380,205.898183,32.738265
0.930000,0.093298,205.952285,32.779100
0.940000,0.084164,205.632196,32.820101
0.950000,0.075812,210.620395,32.861691
0.960000,0.068370,206.923879,32.902803
0.970000,0.061710,205.953976,32.943593
0.980000,0.055656,200.836966,32.984679
0.990000,0.050248,208.321799,33.025362
1.000000,0.045301,206.163409,33.066605
