1.000000, 93.000000
1.000000, 99.510000
1.000000, 99.997599
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.000000, 100.000000
1.100000, 93.000000
1.100000, 100.161000
1.100000, 99.983615
1.100000, 100.001636
1.100000, 99.999836
1.100000, 100.000016
1.100000, 99.999998
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.100000, 100.000000
1.200000, 93.000000
1.200000, 100.812000
1.200000, 99.829688
1.200000, 100.033714
1.200000, 99.993243
1.200000, 100.001351
1.200000, 99.999730
1.200000, 100.000054
1.200000, 99.999989
1.200000, 100.000002
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.200000, 100.000000
1.300000, 93.000000
1.300000, 101.463000
1.300000, 99.533275
1.300000, 100.137186
1.300000, 99.958600
1.300000, 100.012398
1.300000, 99.996279
1.300000, 100.001116
1.300000, 99.999665
1.300000, 100.000100
1.300000, 99.999970
1.300000, 100.000009
1.300000, 99.999997
1.300000, 100.000001
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
1.300000, 100.000000
